title,tags
tumbbad,india 1918 on the outskirt of tumbbad a curs villag where it alway rain vinayak along with his mother and his brother care of a mysteri old woman who keep the secret of an ancestr treasur that vinayak get obsess with horror fantasi husbandwiferelationship independ villag greed india evil wheat hindumytholog curs fathersonrelationship sohumshah mohammadsamad jyotimalsh dhundirajprabhakarjogalekar ronjinichakraborti vinayakrao grandmoth pandurang vinayak smother youngvinayak vinayak smistress rahianilbarv tomaseskilsson
zero,short in statur but big on love a bachelor meet two veri differ women who broaden his horizon and help him find purpos in life romanc drama comedi smallperson wealthyfamili shahrukhkhan katrinakaif anushkasharma tigmanshudhulia abhaydeol bauaasingh babitakumari aafiyayusufzaibhind ashoksingh adityakapoor anirudhganpathi gaurikhan
black friday,bomb tear through bombay wreak havoc and polaris the citizen with perpetr at larg the state launch a massiv drive to unmask the truth behind these event crime drama basedonnovelorbook terrorist terror docudrama bombplant bombattack kaykaymenon pavanmalhotra adityasrivastava dibyendubhattacharya kishorekadam rakeshmaria tigermemon badshahkhan yedayakub dangl anuragkashyap arjunbagga
don,dcp desilva see a way to bring to justic the fear head of a crimin empir by recruit a man name vijay who look exact like the crime boss the ruse work too well and soon vijay find his life in danger when desilva the onli one who know his true ident die action drama thriller drugtraffick remak doppelgäng don shahrukhkhan priyankachoprajona arjunramp bomanirani ompuri mark don donald vijayp romabhagat jasjit jj ahuja dcpdesilva vardhaanmakhija vishalmalik rohitdhawan riteshsidhwani
jab we met,a depress wealthi businessman and a spunki and care free young woman embark on an unexpect journey that chang their live drama comedi romanc loveofon slife unexpectedhappi arrangedmarriag calam remak romanticcomedi train elop shahidkapoor kareenakapoorkhan tarunarora darasingh pavanmalhotra adityakashyap geet anshuman geet sgrandfath geet suncl dhilinmehta
aladin,base in the municip of khwaish abus by his classmat aladin chatterje who was orphan when his parent arun and riya die in an accid in siachen valley live with his patern grandfath until the later s pass now alon grown up studi in khwaish univers and still be abus by fellow colleg mate he find himself smitten by the love us exchang student jasmin unabl to express his feel for her he rub a lamp that was gift to him on his birthday which summon a geni name genius he get 3 wish but wast 2 of them but on the 3rd one he insist that genius assist him to win jasmin s heart without ani magic trick hilari chao result when everyth seem to fail while an immort and dead entiti ringmast and his hord prepar to confront genius and aladin so that he can acquir more magic power with the help of the lamp on the day of the sight of a rare comet and the truth behind the death of aladin s parent fantasi drama romanc adventur comedi amitabhbachchan sanjaydutt riteshdeshmukh jacquelinefernandez victorbanerje genius ringmast aladinchatterje jasmin grandfath
jaadugar,a small time magician with zero interest in footbal must lead his local team to the final of a tournament if he wish to marri the love of his life comedi drama romanc jitendrakumar arushisharma javedjaffrey manojjoshi rukshardhillon meenunarang dr dishachhabra pradeepnarang jaadugarchhabra iccha shujaatsaudagar vikeshbhutani
kaho naa... pyaar hai,life is paradis for an upright young man and a sweet natur girl until fate interven now they re separ by circumst beyond their control romanc drama tragiclov hrithikroshan ameeshapatel anupamkh daliptahil mohnishbehl rohitmehra rajchopra soniasaxena mr saxena sirje shaktimalik inspectordilipkadam saawankumartak rakeshroshan
b.a. pass,after lose his parent in a car accid mukesh stay at his aunt s hous in delhi enrol in a good for noth cours in colleg he find peac by play chess at the local cemeteri the rest of the time he worri over way to make a live and take care of his sister b a pass is a stori look at the fatal promis of a new life when mukesh meet sarika aunti at a kitti parti littl doe he know of the citi and it s way and mean to surviv sarika seduc mukesh shi and inexperienc he fall for her what follow is a twist of destini a kind of stori that appear in the tabloid as heinous act of crime drama maleprostitut neo noir shadabkam shilpashukla dibyendubhattacharya shikhajoshi vijaykaushik mukesh sarika johnni phuphaji ajaybahl
omg: oh my god!,a shopkeep take god to court when his shop is destroy by an earthquak comedi drama fantasi pareshraw akshaykumar mithunchakraborti ompuri maheshmanjrekar kanjibhai lordkrishna leeladharswami hanifqureshi lawyersardesai umeshshukla vikrammalhotra
bajirao mastani,peshwa bajirao marri to kashibai fall in love with mastani a warrior princess in distress they struggl to make their love triumph amid opposit from his conserv famili histori romanc drama husbandwiferelationship epic basedontruestori love romanc battl perioddrama 18thcenturi warrior mothersonrelationship ranveersingh deepikapadukon priyankachoprajona tanviazmi vaibhavtatwawadi bajiraoi mastani kashibai radhabai chimajiappa sanjayleelabhansali shrutimahajan
drishyam,a simpl street smart man tri to protect his famili from a tough cop look for his miss son crime drama thriller mysteri blackmail hiddencamera polic remak murder famili phone basedonmovi falseevid ajaydevgn tabu shriyasaran rajatkapoor ishitadutta vijaysalgaonkar igmeeradeshmukh nandinisalgaonkar maheshdeshmukh anjusalgaonkar vishalbhardwaj rekhabhardwaj
baazigar,a young man with a vendetta against a busi tycoon seduc and kill his eldest daughter and then proceed to his younger daughter but she begin to suspect her new lover s ulterior motiv crime thriller shahrukhkhan kajol shilpashettykundra rakheegulzar daliptahil ajaysharma vickymalhotra priyachopra seemachopra shobha madanchopra mustanalibhaiburmawalla ganeshjain
ittefaq,polic offic dev investig a doubl murder case that has onli two wit an acclaim writer vikram and a young homemak maya who also happen to be the prime suspect in the case he find himself be torn between their own version s of what happen on the fate night and take it upon himself to figur out the real stori and captur the real murder crime thriller mysteri polic doublemurd murder whodunit murderinvestig akshayekhanna sidharthmalhotra sonakshisinha mandirabedi mirsarwar cbiofficerdevsharma vikramsethi mayasinha dev swife abhaychopra karanjohar
kick,an adrenalin junki walk away from a whirlwind romanc and embrac a new life as a thief though he soon find himself pursu by veteran polic offic and engag in a turf war with a local gangster action romanc comedi crime remak salmankhan jacquelinefernandez randeephooda nawazuddinsiddiqui mithunchakraborti devilalsingh devil dr shainamehra acphimanshutyagi shivgajra ratanlalsingh surenderreddi sajidnadiadwala
masaan,four live intersect along the gang a low cast boy in hopeless love a daughter ridden with guilt of a sexual encount end in a tragedi a hapless father with fade moral and a spirit child yearn for a famili long to escap the moral construct of a small town drama smalltown love guilt castesystem sexualencount interlinkedstori gang richachadha sanjaymishra vickykaush shwetatripathi vineetkumar devipathak vidyadharpathak deepakchaudhari shaalugupta doctorchoudhari anuragkashyap rémiburah
raman raghav 2.0,a corrupt cop and a serial killer obsess with a psychopath from the 60s get caught up in a ruthless cat and mous game thriller crime drugaddict mumbai bombay india basedontruestori serialkil murderinvestig lifeintheslum nawazuddinsiddiqui vickykaush sobhitadhulipala amrutasubhash mukeshchhabra raman raghav simmi lakshmi raman ssister loanshark anuragkashyap vikasbahl
sanju,sanju explor some of the most crucial chapter from movi star sanjay dutt s dramat and controversi real life it give a lowdown on his tryst with drug and his trial and tribul in the arm act case and the 1993 mumbai blast drama comedi artist life biographi sanjaydutt ranbirkapoor pareshraw vickykaush anushkasharma diamirza sanjaydutt sunildutt kamleshkanhaiyalalkapasi winniediaz manyatadutt puneetsharma mukeshchhabra
lust stories,an antholog of four stori that shed light on modern relationship from the viewpoint of the indian woman drama romanc antholog radhikaapt akashthosar randeepjha bhumipednekar neilbhoopalam kalindi teja neeraj sudha ajit zoyaakhtar karanjohar
talaash,a cop investig the mysteri death of a filmstar meet a sex worker while he face some person problem psycholog the mysteri connect these peopl in a way that ultim chang their live crime drama thriller murder policeinvestig murderinvestig womandirector neo noir aamirkhan kareenakapoorkhan ranimukerji nawazuddinsiddiqui rajkummarrao surjansinghsekhawat rosi roshnisekhawat tehmur devrathkulkarni zoyaakhtar davidpayn
jism,kabir lal is an alcohol lawyer whose life is look as if go down the drain one morn he see a stun attract woman on a beach and is instant enamor by her by chanc he see her again in a restaur and offer to buy her a drink in the process he learn that her name is sonia and she is marri unabl to resist he ask her whether she would show him her home it mark the begin of a passion affair dure which kabir is told that sonia s husband neglect her but sonia cannot leav him becaus she cannot support herself without her husband s money sonia suggest murder and kabir blind with lust agre they manag to kill sonia s husband and make it look like an accid but then kabir get to see sonia s other side she no longer is the passion lover as befor but is a cool head mean woman now who won t let go of her wealth at ani cost thriller bipashabasu johnabraham gulshangrov vinaypathak ranvirshorey soniakhanna kabirl rohitkhanna dcpsiddharth vishal maheshbhatt sujitkumarsingh
dil to pagal hai,rahul the director of a success danc troup consid nisha his best friend though secret she is mad in love with him he then fall for pooja who is engag to ajay drama romanc comedi music shahrukhkhan madhuridixit karismakapoor akshaykumar faridajal rahul pooja nisha ajay ajay smother yashchopra adityachopra
chennai express,rahul embark on a journey to a small town in tamil nadu to fulfil the last wish of his grandfath to have his ash immers in the holi water of rameshwaram en rout he meet a woman hail from a uniqu famili down south as they find love through this journey in the exuber land of south india an unanticip drive await them romanc comedi action templ grandfath romanticrivalri ash journey shahrukhkhan deepikapadukon nikitindh manorama sathyaraj rahulmithaiwala meenammalochiniazhagusundaram tangab aunt durgeshwaraazhagusundaram rohitshetti ronniescrewvala
